RP4-539M6.14 -9 0.13723316194495816 7 12 21
BRD1 -9 0.044364779317397712 10 4 13
C22orf26 -9 0.019757026758445522 2 3 12
DGCR6 -9 0.38272706685640034 11 52 61
PIWIL3 -10 0.52534556492004347 23 143 153
JTBP1 -10 0.043238204146272302 2 14 24
AC006946.17 -10 0.036834833076220569 2 20 30
MPST -10 0.0046668703939246031 4 1 11
RN7SL268P -10 0.039210045845529604 2 11 21
XXbac-B476C20.9 -10 0.022991701587976858 2 6 16
AP000350.8 -10 0.096898949944835527 3 29 39
DERL3 -10 0.17594302577563531 11 20 30
MIR4764 -10 0.022137700701519769 4 4 14
MIRLET7A3 -10 0.0010296563497509451 2 0 10
LARGE -11 0.27402218496387581 23 41 52
GRAP2 -11 0.037020195169754036 5 8 19
CCDC157 -11 0.32148131313032646 19 55 66
SNORD83A -11 0.0051879720072960447 2 3 14
GTSE1 -11 0.29021617962235624 22 45 56
A4GALT -11 0.14987367289198894 6 28 39
HORMAD2 -12 0.0055518282206489158 6 3 15
LINC00634 -12 0.0051798845718164293 2 5 17
PRR14L -12 0.19963042022031507 17 36 48
SEC14L4 -12 0.1229702113140472 10 24 36
IGLV11-55 -12 0.028655289438898536 4 10 22
TFIP11 -13 0.3224026377991317 16 108 121
PANX2 -13 0.043329976607226366 4 20 33
SFI1 -13 0.4503903337973032 36 157 170
RFPL1 -13 0.098738847574596639 8 27 40
ARVCF -13 0.30423434689077888 28 73 86
BPIFC -13 0.22266131941275327 16 53 66
VPREB1 -13 0.036108146293085425 9 12 25
Metazoa_SRP -14 0.00029665094209819197 2 2 16
UFD1L -14 0.23542498774869128 15 76 90
IGLV4-60 -14 0.1186558817777158 8 44 58
CTA-299D3.8 -14 0.076522352735861526 6 34 48
RANGAP1 -15 0.23900240777037912 22 81 96
CENPM -15 0.067975743209458428 12 27 42
CCDC116 -15 0.066281016044894003 16 25 40
SELO -15 0.33249252620857522 26 137 152
DEPDC5 -15 0.21123200920630664 32 63 78
CHCHD10 -16 0.031882489842084805 5 35 51
MTMR3 -16 0.23705712760880854 23 96 112
COMT -16 0.2574253201334209 22 113 129
RTDR1 -16 0.026416990954764769 7 21 37
TMEM191C -16 0.072339860580787493 7 58 74
BID -17 0.18527037945813424 19 90 107
INPP5J -17 0.073235691469396652 11 44 61
MMP11 -18 0.06634044796775343 14 44 62
ATP6V1E1 -19 0.0082559604141284083 12 17 36
SELM -19 0.0010718139978495489 6 9 28
MCM5 -20 0.062476631149437745 21 51 71
TBC1D22A -20 0.10558712457873076 18 83 103
RPL3 -20 7.2512257809414685e-05 6 4 24
MIR648 -20 1.1347353476646383e-06 2 2 22
CECR1 -20 0.020814146625327237 12 31 51
TTC38 -21 0.035014311614206019 36 38 59
YWHAH -22 2.8000367372949539e-05 5 5 27
CERK -22 0.10334727261470836 31 88 110
SLC2A11 -22 0.017623560009529513 16 35 57
APOL3 -22 0.095868819542206912 17 116 138
ARFGAP3 -22 0.11961890240885761 30 101 123
IGLV7-46 -23 0.0017675446615325443 5 41 64
SCO2 -24 0.011188752977045677 9 52 76
SUSD2 -24 4.2876209674238503e-05 8 7 31
MYH9 -24 0.15052026944575947 28 186 210
PARVG -24 0.083645065011875797 20 120 144
IGLV1-51 -25 2.7835358769380388e-07 5 2 27
CYTH4 -26 0.041709580070134797 17 100 126
PKDREJ -26 0.00028314285739892476 24 13 39
ZDHHC8 -27 0.019007715597049522 31 56 83
RP1-90G24.10 -27 4.3028855634888722e-05 12 10 37
RP1-90G24.8-RFPL2 -28 1.2319991255004184e-05 5 13 41
MPPED1 -28 0.0013588162591668318 17 27 55
L3MBTL2 -30 0.0069118878650153504 17 59 89
SEZ6L -30 0.017546046373718427 31 72 102
TTLL12 -30 0.034149075231023535 36 96 126
TTLL8 -30 0.044341036956989641 29 121 151
HPS4 -31 0.042599688836067226 22 219 250
LL22NC03-75H12.2 -33 0.00026166701155047405 11 34 67
MYO18B -34 0.20427300414692989 76 490 524
PACSIN2 -34 0.003620931986567359 15 77 111
SMTN -35 0.0055277551379191514 26 74 109
FBLN1 -35 0.06402127086646614 42 216 251
LMF2 -36 0.001249737881700227 15 63 99
USP41 -38 0.0004553506046735483 17 52 90
PI4KAP2 -38 0.0033711291349659287 16 149 187
FOXRED2 -38 3.5741497982291717e-05 12 33 71
SLC5A1 -38 0.00028641850769627042 17 46 84
SMARCB1 -41 0.00026415130288650609 13 75 116
CELSR1 -41 0.060051564678162819 87 247 288
PPIL2 -41 0.0074151098161399764 36 118 159
BCR -43 0.020089834111757899 45 193 236
RN7SL349P -46 0.00032102218418304156 16 115 161
FLJ27365 -47 6.4998633972144784e-06 18 41 88
NIPSNAP1 -52 3.6092344096850019e-08 12 32 84
APOL2 -52 2.2687426708796013e-06 16 52 104
GRAMD4 -55 2.1065722375029622e-05 22 80 135
DENND6B -56 1.9524462568679119e-07 16 46 102
MICAL3 -61 0.0008923485610450746 51 174 235
C22orf42 -64 1.5406827682774606e-08 20 47 111
C22orf34 -64 4.6767720845352982e-07 17 92 156
TCN2 -68 5.0634350799383255e-08 27 59 127
RFPL2 -72 1.337432703147934e-11 15 40 112
APOBEC3H -75 1.256423877638185e-06 24 165 240
ZNF280A -98 1.1918695858620458e-15 16 71 169
